Date,Open,High,Low,Close,Volume
08-15-2017,2468.66,2468.9,2461.61,2464.61,16896
08-16-2017,2468.63,2474.93,2463.86,2468.11,16861
08-17-2017,2462.95,2465.02,2430.01,2430.01,19294
08-18-2017,2427.64,2440.27,2420.69,2425.55,19621
08-21-2017,2425.5,2430.58,2417.35,2428.37,16358
08-22-2017,2433.75,2454.77,2433.67,2452.51,15887
08-23-2017,2444.88,2448.91,2441.42,2444.04,15835
08-24-2017,2447.91,2450.39,2436.19,2438.97,16790
08-25-2017,2444.72,2453.96,2442.22,2443.05,15009
08-28-2017,2447.35,2449.12,2439.03,2444.24,14665
08-29-2017,2431.94,2449.19,2428.2,2446.3,15038
08-30-2017,2446.06,2460.31,2443.77,2457.59,15522
08-31-2017,2462.65,2475.01,2462.65,2471.65,20769
09-01-2017,2474.42,2480.38,2473.85,2476.55,15815
09-05-2017,2470.35,2471.97,2446.55,2457.85,21144
09-06-2017,2463.83,2469.64,2459.2,2465.54,20498
09-07-2017,2468.06,2468.62,2460.29,2465.1,20971
09-08-2017,2462.25,2467.11,2459.4,2461.43,20039
09-11-2017,2474.52,2488.95,2474.52,2488.11,19331
09-12-2017,2491.94,2496.77,2490.37,2496.48,19374
09-13-2017,2493.89,2498.37,2492.14,2498.37,18973
09-14-2017,2494.56,2498.43,2491.35,2495.62,19168
09-15-2017,2495.67,2500.23,2493.16,2500.23,30389
09-18-2017,2502.51,2508.32,2499.92,2503.87,19227
09-19-2017,2506.29,2507.84,2503.19,2506.65,19201
09-20-2017,2506.84,2508.85,2496.67,2508.24,20664
09-21-2017,2507.16,2507.16,2499,2500.6,18119
09-22-2017,2497.26,2503.47,2496.54,2502.22,16723
09-25-2017,2499.39,2502.54,2488.03,2496.66,20339
09-26-2017,2501.04,2503.51,2495.12,2496.84,18220
09-27-2017,2503.3,2511.75,2495.91,2507.04,20353
09-28-2017,2503.41,2510.81,2502.93,2510.06,17822
09-29-2017,2509.96,2519.44,2507.99,2519.36,18099
10-02-2017,2521.2,2529.23,2520.4,2529.12,18564
10-03-2017,2530.34,2535.13,2528.85,2534.58,17375
10-04-2017,2533.48,2540.53,2531.8,2537.74,16991
10-05-2017,2540.86,2552.51,2540.02,2552.07,17294
10-06-2017,2547.44,2549.41,2543.79,2549.33,16423
10-09-2017,2551.39,2551.82,2541.6,2544.73,15056
10-10-2017,2549.99,2555.23,2544.86,2550.64,17281
10-11-2017,2550.62,2555.24,2547.95,2555.24,18172
10-12-2017,2552.88,2555.33,2548.31,2550.93,20568
10-13-2017,2555.66,2557.65,2552.09,2553.17,18939
10-16-2017,2555.57,2559.47,2552.64,2557.64,17364
10-17-2017,2557.17,2559.71,2554.69,2559.36,17832
10-18-2017,2562.87,2564.11,2559.67,2561.26,17933
10-19-2017,2553.39,2562.36,2547.92,2562.1,18960
10-20-2017,2567.56,2575.44,2567.56,2575.21,21511
10-23-2017,2578.08,2578.29,2564.33,2564.98,20437
10-24-2017,2568.66,2572.18,2565.58,2569.13,21634
10-25-2017,2566.52,2567.4,2544,2557.15,24679
10-26-2017,2560.08,2567.07,2559.8,2560.4,23008
10-27-2017,2570.26,2582.98,2565.94,2581.07,26205
10-30-2017,2577.75,2580.03,2568.25,2572.83,22749
10-31-2017,2575.99,2578.29,2572.15,2575.26,23014
11-01-2017,2583.21,2588.4,2574.92,2579.36,22109
11-02-2017,2579.46,2581.11,2566.17,2579.85,24167
11-03-2017,2581.93,2588.42,2576.77,2587.84,20526
11-06-2017,2587.47,2593.38,2585.66,2591.13,21164
11-07-2017,2592.11,2597.02,2584.35,2590.64,20897
11-08-2017,2588.71,2595.47,2585.02,2594.38,20923
11-09-2017,2584,2586.5,2566.33,2584.62,22335
11-10-2017,2580.18,2583.81,2575.57,2582.3,20452
11-13-2017,2576.53,2587.66,2574.48,2584.84,20991
11-14-2017,2577.75,2579.66,2566.56,2578.87,22075
11-15-2017,2569.45,2572.84,2557.45,2564.62,20908
11-16-2017,2572.95,2590.09,2572.95,2585.64,20467
11-17-2017,2582.94,2583.96,2577.62,2578.85,20883
11-20-2017,2579.49,2584.64,2578.24,2582.14,17862
11-21-2017,2589.17,2601.19,2589.17,2599.03,19210
11-22-2017,2600.31,2600.94,2595.23,2597.08,15961
11-24-2017,2600.42,2604.21,2600.42,2602.42,7283
11-27-2017,2602.66,2606.41,2598.87,2601.42,17288
11-28-2017,2605.94,2627.69,2605.44,2627.04,20688
11-29-2017,2627.82,2634.89,2620.32,2626.07,26710
11-30-2017,2633.93,2657.74,2633.93,2647.58,31221
12-01-2017,2645.1,2650.62,2605.52,2642.22,24976
12-04-2017,2657.19,2665.19,2639.03,2639.44,27960
12-05-2017,2639.78,2648.72,2627.73,2629.57,22745
12-06-2017,2626.24,2634.41,2624.75,2629.27,19261
12-07-2017,2628.38,2640.99,2626.53,2636.98,19775
12-08-2017,2646.21,2651.65,2644.1,2651.5,18435
12-11-2017,2652.19,2660.33,2651.47,2659.99,18112
12-12-2017,2661.73,2669.72,2659.78,2664.11,20216
12-13-2017,2667.59,2671.88,2662.85,2662.85,20018
12-14-2017,2665.87,2668.09,2652.01,2652.01,19974
12-15-2017,2660.63,2679.63,2659.14,2675.81,37457
12-18-2017,2685.92,2694.97,2685.92,2690.16,21735
12-19-2017,2692.71,2694.44,2680.74,2681.47,19517
12-20-2017,2688.18,2691.01,2676.11,2679.25,19656
12-21-2017,2683.02,2692.64,2682.4,2684.57,19484
12-22-2017,2684.22,2685.35,2678.13,2683.34,14269
12-26-2017,2679.09,2682.74,2677.96,2680.5,11003
12-27-2017,2682.1,2685.64,2678.91,2682.62,11871
12-28-2017,2686.1,2687.66,2682.69,2687.54,11312
12-29-2017,2689.15,2692.12,2673.61,2673.61,13545
01-02-2018,2683.73,2695.89,2682.36,2695.81,18927
01-03-2018,2697.85,2714.37,2697.77,2713.06,22474
01-04-2018,2719.31,2729.29,2719.07,2723.99,22097
01-05-2018,2731.33,2743.45,2727.92,2743.15,19989
01-08-2018,2742.67,2748.51,2737.6,2747.71,19655
01-09-2018,2751.15,2759.14,2747.86,2751.29,20228
01-10-2018,2745.55,2750.8,2736.06,2748.23,20912
01-11-2018,2752.97,2767.56,2752.78,2767.56,19760
01-12-2018,2770.18,2787.85,2769.64,2786.24,21294
01-16-2018,2798.96,2807.54,2768.64,2776.42,26003
01-17-2018,2784.99,2807.04,2778.38,2802.56,24191
01-18-2018,2802.4,2805.83,2792.56,2798.03,23074
01-19-2018,2802.6,2810.33,2798.08,2810.3,24401
01-22-2018,2809.16,2833.03,2808.12,2832.97,21625
01-23-2018,2835.05,2842.24,2830.59,2839.13,21680
01-24-2018,2845.42,2852.97,2824.81,2837.54,24476
01-25-2018,2846.24,2848.56,2830.94,2839.25,23173
01-26-2018,2847.48,2872.87,2846.18,2872.87,22159
01-29-2018,2867.23,2870.62,2851.48,2853.53,21757
01-30-2018,2832.74,2837.75,2818.27,2822.43,24056
01-31-2018,2832.41,2839.26,2813.04,2823.81,28237
02-01-2018,2816.45,2835.96,2812.7,2821.98,24662
02-02-2018,2808.92,2808.92,2759.97,2762.13,27216
02-05-2018,2741.06,2763.39,2638.17,2648.94,35441
02-06-2018,2614.78,2701.04,2593.07,2695.14,40241
02-07-2018,2690.95,2727.67,2681.33,2681.66,28383
02-08-2018,2685.01,2685.27,2580.56,2581,32495
02-09-2018,2601.78,2638.67,2532.69,2619.55,37313
02-12-2018,2636.75,2672.61,2622.45,2656,26796
02-13-2018,2646.27,2668.84,2637.08,2662.94,20932
02-14-2018,2651.21,2702.1,2648.87,2698.63,24201
02-15-2018,2713.46,2731.51,2689.82,2731.2,22961
02-16-2018,2727.14,2754.42,2725.11,2732.22,22149
02-20-2018,2722.99,2737.6,2706.76,2716.26,21359
02-21-2018,2720.53,2747.75,2701.29,2701.33,22216
02-22-2018,2710.42,2731.26,2697.77,2703.96,20996
02-23-2018,2715.8,2747.76,2713.74,2747.3,18690
02-26-2018,2757.37,2780.64,2753.78,2779.6,21124
02-27-2018,2780.45,2789.15,2744.22,2744.28,23571
02-28-2018,2753.78,2761.52,2713.54,2713.83,26063
03-01-2018,2715.22,2730.89,2659.65,2677.67,27908
03-02-2018,2658.89,2696.25,2647.32,2691.25,24459
03-05-2018,2681.06,2728.09,2675.75,2720.94,23419
03-06-2018,2730.18,2732.08,2711.26,2728.12,20806
03-07-2018,2710.18,2730.6,2701.74,2726.8,22050
03-08-2018,2732.75,2740.45,2722.65,2738.97,20474
03-09-2018,2752.91,2786.57,2751.54,2786.57,21957
03-12-2018,2790.54,2796.98,2779.26,2783.02,21580
03-13-2018,2792.31,2801.9,2758.68,2765.31,23539
03-14-2018,2774.06,2777.11,2744.38,2749.48,21800
03-15-2018,2754.27,2763.03,2741.47,2747.33,19987
03-16-2018,2750.57,2761.85,2749.97,2752.01,34592
03-19-2018,2741.38,2741.38,2694.59,2712.92,21914
03-20-2018,2715.05,2724.22,2710.05,2716.94,20882
03-21-2018,2714.99,2739.14,2709.79,2711.93,20749
03-22-2018,2691.36,2695.68,2641.59,2643.69,24929
03-23-2018,2646.71,2657.67,2585.89,2588.26,25582
03-26-2018,2619.35,2661.36,2601.81,2658.55,24345
03-27-2018,2667.57,2674.78,2596.12,2612.62,25013
03-28-2018,2611.3,2632.65,2593.06,2605,25742
03-29-2018,2614.41,2659.07,2609.72,2640.87,23480
04-02-2018,2633.45,2638.3,2553.8,2581.88,24690
04-03-2018,2592.17,2619.14,2575.49,2614.45,21696
04-04-2018,2584.04,2649.86,2573.61,2644.69,22207
04-05-2018,2657.36,2672.08,2649.58,2662.84,20080
04-06-2018,2645.82,2656.88,2586.27,2604.47,21871
04-09-2018,2617.18,2653.55,2610.79,2613.16,19231
04-10-2018,2638.41,2665.45,2635.78,2656.87,21326
04-11-2018,2643.89,2661.43,2639.25,2642.19,17885
04-12-2018,2653.83,2674.72,2653.83,2663.99,19230
04-13-2018,2676.9,2680.26,2645.05,2656.3,18233
04-16-2018,2670.1,2686.49,2665.16,2677.84,18669
04-17-2018,2692.74,2713.34,2692.05,2706.39,19256
04-18-2018,2710.11,2717.49,2703.63,2708.64,19656
04-19-2018,2701.16,2702.84,2681.9,2693.13,21686
04-20-2018,2692.56,2693.94,2660.61,2670.14,23085
04-23-2018,2675.4,2682.86,2657.99,2670.29,18581
04-24-2018,2680.8,2683.55,2617.32,2634.56,24140
04-25-2018,2634.92,2645.3,2612.67,2639.4,22036
04-26-2018,2651.65,2676.48,2647.16,2666.94,25433
04-27-2018,2675.47,2677.35,2659.01,2669.91,21046
04-30-2018,2675.05,2682.92,2648.04,2648.05,23357
05-01-2018,2643.64,2655.27,2625.41,2654.8,21854
05-02-2018,2654.24,2660.87,2631.7,2635.67,23036
05-03-2018,2628.08,2637.14,2594.62,2629.73,23957
05-04-2018,2621.45,2670.93,2615.32,2663.42,19150
05-07-2018,2669.36,2683.35,2664.7,2672.63,19112
05-08-2018,2670.26,2676.34,2655.2,2671.92,21066
05-09-2018,2678.12,2701.27,2674.14,2697.79,20831
05-10-2018,2705.02,2726.11,2704.54,2723.07,18354
05-11-2018,2722.7,2732.86,2717.45,2727.72,17960
05-14-2018,2733.37,2742.1,2725.47,2730.13,18204
05-15-2018,2718.59,2718.59,2701.91,2711.45,19641
05-16-2018,2712.62,2727.76,2712.17,2722.46,18443
05-17-2018,2719.71,2731.96,2711.36,2720.13,18636
05-18-2018,2717.35,2719.5,2709.18,2712.97,19569
05-21-2018,2725.95,2739.19,2725.7,2733.01,17899
05-22-2018,2738.34,2742.24,2721.88,2724.44,19078
05-23-2018,2713.98,2733.33,2709.54,2733.29,20302
05-24-2018,2730.94,2731.97,2707.38,2727.76,19651
05-25-2018,2723.6,2727.36,2714.99,2721.33,16831
05-29-2018,2705.11,2710.67,2676.81,2689.86,22510
05-30-2018,2702.43,2729.34,2702.43,2724.01,20321
05-31-2018,2720.98,2722.5,2700.68,2705.27,27470
06-01-2018,2718.7,2736.93,2718.7,2734.62,19951
06-04-2018,2741.67,2749.16,2740.54,2746.87,19742
06-05-2018,2748.46,2752.61,2739.51,2748.8,19823
06-06-2018,2753.25,2772.39,2748.46,2772.35,21303
06-07-2018,2774.84,2779.9,2760.16,2770.37,21391
06-08-2018,2765.84,2779.39,2763.59,2779.03,18134
06-11-2018,2780.18,2790.21,2780.17,2782,19171
06-12-2018,2785.6,2789.8,2778.78,2786.85,19899
06-13-2018,2787.94,2791.47,2774.65,2775.63,24229
06-14-2018,2783.21,2789.06,2776.52,2782.49,22710
06-15-2018,2777.78,2782.81,2761.73,2779.66,35012
06-18-2018,2765.79,2774.99,2757.12,2773.75,20299
06-19-2018,2752.01,2765.05,2743.19,2762.59,22142
06-20-2018,2769.73,2774.86,2763.91,2767.32,21842
06-21-2018,2769.28,2769.28,2744.39,2749.76,21494
06-22-2018,2760.79,2764.17,2752.68,2754.88,28872
06-25-2018,2742.94,2742.94,2698.67,2717.07,24044
06-26-2018,2722.12,2732.91,2715.6,2723.06,22090
06-27-2018,2728.45,2746.09,2699.38,2699.63,22773
06-28-2018,2698.69,2724.34,2691.99,2716.31,21237
06-29-2018,2727.13,2743.26,2718.03,2718.37,22476
07-02-2018,2704.95,2727.26,2698.95,2726.71,17750
07-03-2018,2733.27,2736.58,2711.16,2713.22,11487
07-05-2018,2724.19,2737.83,2716.02,2736.61,17097
07-06-2018,2737.68,2764.41,2733.52,2759.82,15706
07-09-2018,2768.51,2784.65,2768.51,2784.17,18592
07-10-2018,2788.56,2795.58,2786.24,2793.84,17434
07-11-2018,2779.82,2785.91,2770.77,2774.02,18060
07-12-2018,2783.14,2799.22,2781.53,2798.29,18629
07-13-2018,2796.93,2804.53,2791.69,2801.31,17580
07-16-2018,2801.43,2803.71,2793.39,2798.43,17916
07-17-2018,2789.34,2814.19,2789.24,2809.55,18487
07-18-2018,2811.35,2816.76,2805.89,2815.62,19463
07-19-2018,2809.37,2812.05,2799.77,2804.49,21103
07-20-2018,2804.55,2809.7,2800.01,2801.83,20829
07-23-2018,2799.17,2808.61,2795.14,2806.98,18640
07-24-2018,2820.68,2829.99,2811.12,2820.4,21840
07-25-2018,2817.73,2848.03,2817.73,2846.07,22881
07-26-2018,2835.49,2845.57,2835.26,2837.44,25782
07-27-2018,2842.35,2843.17,2808.34,2818.82,23437
07-30-2018,2819,2821.74,2798.11,2802.6,22400
07-31-2018,2809.73,2824.46,2808.06,2816.29,24498
08-01-2018,2821.17,2825.83,2805.85,2813.36,22006
08-02-2018,2800.48,2829.91,2796.34,2827.22,20404
08-03-2018,2829.62,2840.38,2827.37,2840.35,18299
08-06-2018,2840.29,2853.29,2835.98,2850.4,17554
08-07-2018,2855.92,2863.43,2855.92,2858.45,17926
08-08-2018,2856.79,2862.44,2853.09,2857.7,16247
08-09-2018,2857.19,2862.48,2851.98,2853.58,16708
08-10-2018,2839.64,2842.2,2825.81,2833.28,18178
08-13-2018,2835.46,2843.4,2819.88,2821.93,18521
08-14-2018,2827.88,2843.11,2826.58,2839.96,17333
08-15-2018,2827.95,2827.95,2802.49,2818.37,21702
08-16-2018,2831.44,2850.49,2831.44,2840.69,19901
08-17-2018,2838.32,2855.63,2833.73,2850.13,18972
08-20-2018,2853.93,2859.76,2850.62,2857.05,16736
08-21-2018,2861.51,2873.23,2861.32,2862.96,18971
08-22-2018,2860.99,2867.54,2856.05,2861.82,15837
08-23-2018,2860.29,2868.78,2854.03,2856.98,16539
08-24-2018,2862.35,2876.16,2862.35,2874.69,16755
08-27-2018,2884.69,2898.25,2884.69,2896.74,20559
08-28-2018,2901.45,2903.77,2893.5,2897.52,17883
08-29-2018,2900.62,2916.5,2898.4,2914.04,17615
08-30-2018,2908.94,2912.46,2895.22,2901.13,17260
08-31-2018,2898.37,2906.32,2891.73,2901.52,18061
09-04-2018,2896.96,2900.18,2885.13,2896.72,19527
09-05-2018,2891.59,2894.21,2876.92,2888.6,22777
09-06-2018,2888.64,2892.05,2867.29,2878.05,20252
09-07-2018,2868.26,2883.81,2864.12,2871.68,19422
09-10-2018,2881.39,2886.93,2875.94,2877.13,17626
09-11-2018,2871.57,2892.52,2866.78,2887.89,18808
09-12-2018,2888.29,2894.65,2879.2,2888.92,20636
09-13-2018,2896.85,2906.76,2896.39,2904.18,21674
09-14-2018,2906.38,2908.3,2895.77,2904.98,18965
09-17-2018,2903.83,2904.65,2886.16,2888.8,18556
09-18-2018,2890.74,2911.17,2890.43,2904.31,19477
09-19-2018,2906.6,2912.36,2903.82,2907.95,19423
09-20-2018,2919.73,2934.8,2919.73,2930.75,21023
09-21-2018,2936.76,2940.91,2927.11,2929.67,39008
09-24-2018,2921.83,2923.79,2912.63,2919.37,21055
09-25-2018,2921.75,2923.95,2913.7,2915.56,20347
09-26-2018,2916.98,2931.15,2903.28,2905.97,20532
09-27-2018,2911.65,2927.22,2909.27,2914,18031
09-28-2018,2910.03,2920.53,2907.5,2913.98,21939
10-01-2018,2926.29,2937.06,2917.91,2924.59,21488
10-02-2018,2923.8,2931.42,2919.37,2923.43,20600
10-03-2018,2931.69,2939.86,2921.36,2925.51,21016
10-04-2018,2919.35,2919.78,2883.92,2901.61,21059
10-05-2018,2902.54,2909.64,2869.29,2885.57,20915
10-08-2018,2877.53,2889.45,2862.08,2884.43,20131
10-09-2018,2882.51,2894.83,2874.27,2880.34,21366
10-10-2018,2873.9,2874.02,2784.86,2785.68,28950
10-11-2018,2776.87,2795.14,2710.51,2728.37,33095
10-12-2018,2770.54,2775.77,2729.44,2767.13,26653
10-15-2018,2763.83,2775.99,2749.03,2750.79,20232
10-16-2018,2767.05,2813.46,2766.91,2809.92,21373
10-17-2018,2811.67,2816.94,2781.81,2809.21,21204
10-18-2018,2802,2806.04,2755.18,2768.78,23307
10-19-2018,2775.66,2797.77,2760.27,2767.78,24675
10-22-2018,2773.94,2778.94,2749.22,2755.88,22191
10-23-2018,2721.03,2753.59,2691.43,2740.69,28106
10-24-2018,2737.87,2742.59,2651.89,2656.1,31405
10-25-2018,2674.88,2722.7,2667.84,2705.57,30621
10-26-2018,2667.86,2692.38,2628.16,2658.69,32964
10-29-2018,2682.65,2706.85,2603.54,2641.25,29657
10-30-2018,2640.68,2685.43,2635.34,2682.63,33372
10-31-2018,2705.6,2736.69,2705.6,2711.74,32543
11-01-2018,2717.58,2741.67,2708.85,2740.37,27910
11-02-2018,2745.45,2756.55,2700.44,2723.06,28484
11-05-2018,2726.37,2744.27,2717.94,2738.31,21947
11-06-2018,2738.4,2756.82,2737.08,2755.45,21029
11-07-2018,2774.13,2815.15,2774.13,2813.89,24491
11-08-2018,2806.38,2814.75,2794.99,2806.83,22641
11-09-2018,2794.1,2794.1,2764.24,2781.01,25076
11-12-2018,2773.93,2775.99,2722,2726.22,24394
11-13-2018,2730.05,2754.6,2714.98,2722.18,23554
11-14-2018,2737.9,2746.8,2685.75,2701.58,26696
11-15-2018,2693.52,2735.38,2670.75,2730.2,27235
11-16-2018,2718.54,2746.75,2712.16,2736.27,26940
11-19-2018,2730.74,2733.16,2681.09,2690.73,25285
11-20-2018,2654.6,2669.44,2631.52,2641.89,28878
11-21-2018,2657.74,2670.73,2649.82,2649.93,20526
11-23-2018,2633.36,2647.55,2631.09,2632.56,9966
11-26-2018,2649.97,2674.35,2649.97,2673.45,22238
11-27-2018,2663.75,2682.53,2655.89,2682.17,21648
11-28-2018,2691.45,2744,2684.38,2743.79,24642
11-29-2018,2736.97,2753.75,2722.94,2737.76,21028
11-30-2018,2737.76,2760.88,2732.76,2760.17,30617
12-03-2018,2790.5,2800.18,2773.38,2790.37,27524
12-04-2018,2782.43,2785.93,2697.18,2700.06,29909
12-06-2018,2663.51,2696.15,2621.53,2695.95,32206
12-07-2018,2691.26,2708.54,2623.14,2633.08,26080
12-10-2018,2630.86,2647.51,2583.23,2637.72,25217
12-11-2018,2664.44,2674.35,2621.3,2636.78,23546
12-12-2018,2658.23,2685.44,2650.26,2651.07,24731
12-13-2018,2658.7,2670.19,2637.27,2650.54,23644
12-14-2018,2629.68,2635.07,2593.84,2599.95,25363
12-17-2018,2590.75,2601.13,2530.54,2545.94,28794
12-18-2018,2559.9,2573.99,2528.71,2546.16,27484
12-19-2018,2547.05,2585.29,2488.96,2506.96,33833
12-20-2018,2496.77,2509.63,2441.18,2467.42,36227
12-21-2018,2465.38,2504.41,2408.55,2416.62,49469
12-24-2018,2400.56,2410.34,2351.1,2351.1,17244
12-26-2018,2363.12,2467.76,2346.58,2467.7,27316
12-27-2018,2442.5,2489.1,2397.94,2488.83,25521
12-28-2018,2498.77,2520.27,2472.89,2485.74,22098
12-31-2018,2498.94,2509.24,2482.82,2506.85,19981
01-02-2019,2476.96,2519.49,2467.47,2510.03,22338
01-03-2019,2491.92,2493.14,2443.96,2447.89,27548
01-04-2019,2474.33,2538.07,2474.33,2531.94,26617
01-07-2019,2535.61,2566.16,2524.56,2549.69,25266
01-08-2019,2568.11,2579.82,2547.56,2574.41,24583
01-09-2019,2580,2595.32,2568.89,2584.96,24635
01-10-2019,2573.51,2597.82,2562.02,2596.64,23305
01-11-2019,2588.11,2596.27,2577.4,2596.26,20635
01-14-2019,2580.31,2589.32,2570.41,2582.61,22429
01-15-2019,2585.1,2613.08,2585.1,2610.3,22996
01-16-2019,2614.75,2625.76,2612.68,2616.1,24173
01-17-2019,2609.28,2645.06,2606.36,2635.96,24507
01-18-2019,2651.27,2675.47,2647.58,2670.71,26178
01-22-2019,2657.88,2657.88,2617.27,2632.9,25905
01-23-2019,2643.48,2653.19,2612.86,2638.7,22391
01-24-2019,2638.84,2647.2,2627.01,2642.33,24347
01-25-2019,2657.44,2672.38,2657.33,2664.76,24997
01-28-2019,2644.97,2644.97,2624.06,2643.85,23144
01-29-2019,2644.89,2650.93,2631.05,2640,21490
01-30-2019,2653.62,2690.44,2648.34,2681.05,25447
01-31-2019,2685.49,2708.95,2678.65,2704.1,33838
02-01-2019,2702.32,2716.66,2696.88,2706.53,24315
02-04-2019,2706.49,2724.99,2698.75,2724.87,20706
02-05-2019,2728.34,2738.98,2724.03,2737.7,21757
02-06-2019,2735.05,2738.08,2724.15,2731.61,20563
02-07-2019,2717.53,2719.32,2687.26,2706.05,24494
02-08-2019,2692.36,2708.07,2681.83,2707.88,22193
02-11-2019,2712.4,2718.05,2703.79,2709.8,19778
02-12-2019,2722.61,2748.19,2722.61,2744.73,22903
02-13-2019,2750.3,2761.85,2748.63,2753.03,21420
02-14-2019,2743.5,2757.9,2731.23,2745.73,21412
02-15-2019,2760.24,2775.66,2760.24,2775.6,23852
02-19-2019,2769.28,2787.33,2767.29,2779.76,19844
02-20-2019,2779.05,2789.88,2774.06,2784.7,21392
02-21-2019,2780.24,2781.58,2764.55,2774.88,19795
